kegg,name,EC,EC1,EC2,EC3,cog,cogid,cogcat,cogdesc
K11962,urea transport system ATP-binding protein,NA,NA,NA,NA,"ABC-type uncharacterized transport system, ATPase component",COG4674,R,General Functional Prediction only
K11963,urea transport system ATP-binding protein,NA,NA,NA,NA,"ABC-type branched-chain amino acid transport system, ATPase component",COG0410,E,Amino Acid metabolis and transport
K11991,tRNA(adenine34) deaminase [EC:3.5.4.33],3.5.4.33,Hydrolases,"Acting on carbon-nitrogen bonds, other than peptide bonds",In cyclic amidines,tRNA(Arg) A34 adenosine deaminase TadA,COG0590,J,Tranlsation
K11996,adenylyltransferase and sulfurtransferase [EC:2.7.7.80 2.8.1.11],2.7.7.80,Transferases,Transferring phosphorus-containing groups,Nucleotidyltransferases,Molybdopterin or thiamine biosynthesis adenylyltransferase,COG0476,H,Coenzyme metabolis
K12056,conjugal transfer mating pair stabilization protein TraG,NA,NA,NA,NA,NA,NA,NA,NA
K12057,conjugal transfer pilus assembly protein TraF,NA,NA,NA,NA,NA,NA,NA,NA
K12058,conjugal transfer mating pair stabilization protein TraN,NA,NA,NA,NA,NA,NA,NA,NA
K12059,conjugal transfer pilus assembly protein TrbC,NA,NA,NA,NA,NA,NA,NA,NA
K12060,conjugal transfer pilus assembly protein TraU,NA,NA,NA,NA,NA,NA,NA,NA
K12061,conjugal transfer pilus assembly protein TraW,NA,NA,NA,NA,NA,NA,NA,NA
K12062,conjugal transfer pilin signal peptidase TrbI,NA,NA,NA,NA,NA,NA,NA,NA
K12063,conjugal transfer ATP-binding protein TraC,NA,NA,NA,NA,NA,NA,NA,NA
K12064,conjugal transfer pilus assembly protein TraV,NA,NA,NA,NA,NA,NA,NA,NA
K12065,conjugal transfer pilus assembly protein TraB,NA,NA,NA,NA,NA,NA,NA,NA
K12066,conjugal transfer pilus assembly protein TraK,NA,NA,NA,NA,NA,NA,NA,NA
K12067,conjugal transfer pilus assembly protein TraE,NA,NA,NA,NA,NA,NA,NA,NA
K12068,conjugal transfer pilus assembly protein TraL,NA,NA,NA,NA,NA,NA,NA,NA
K12070,conjugal transfer pilus assembly protein TraI,NA,NA,NA,NA,NA,NA,NA,NA
K12072,conjugative transfer pilus assembly protein TraH,NA,NA,NA,NA,NA,NA,NA,NA
K12081,type IV secretion system protein PtlE,NA,NA,NA,NA,"Type IV secretory pathway, component VirB8",COG3736,U,Intracellular trafficing and secretion
K12111,evolved beta-galactosidase subunit alpha [EC:3.2.1.23],3.2.1.23,Hydrolases,Glycosylases,"Glycosidases, i",Beta-galactosidase/beta-glucuronidase,COG3250,G,Carbohydrate metabolism and transport
K12112,evolved beta-galactosidase subunit beta,NA,NA,NA,NA,"Beta-galactosidase, beta subunit",COG2731,G,Carbohydrate metabolism and transport
K12113,"LacI family transcriptional regulator, ebg operon repressor",NA,NA,NA,NA,"DNA-binding transcriptional regulator, LacI/PurR family",COG1609,K,Transcription
K12136,hydrogenase-4 component A [EC:1.-.-.-],1.-.-.-,Oxidoreductases,Oxidoreductases,Oxidoreductases,Fe-S-cluster-containing hydrogenase component 2,COG1142,C,Energy production and conversion
K12137,hydrogenase-4 component B [EC:1.-.-.-],1.-.-.-,Oxidoreductases,Oxidoreductases,Oxidoreductases,"Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit",COG0651,C,Energy production and conversion
K12138,hydrogenase-4 component C [EC:1.-.-.-],1.-.-.-,Oxidoreductases,Oxidoreductases,Oxidoreductases,Formate hydrogenlyase subunit 4,COG0650,C,Energy production and conversion
K12139,hydrogenase-4 component D [EC:1.-.-.-],1.-.-.-,Oxidoreductases,Oxidoreductases,Oxidoreductases,"NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit",COG1009,C,Energy production and conversion
K12140,hydrogenase-4 component E [EC:1.-.-.-],1.-.-.-,Oxidoreductases,Oxidoreductases,Oxidoreductases,NA,NA,NA,NA
K12141,hydrogenase-4 component F [EC:1.-.-.-],1.-.-.-,Oxidoreductases,Oxidoreductases,Oxidoreductases,"Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit",COG0651,C,Energy production and conversion
K12142,hydrogenase-4 component G [EC:1.-.-.-],1.-.-.-,Oxidoreductases,Oxidoreductases,Oxidoreductases,Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I),COG1143,C,Energy production and conversion
K12143,hydrogenase-4 component H,NA,NA,NA,NA,Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I),COG1143,C,Energy production and conversion
K12144,hydrogenase-4 component I [EC:1.-.-.-],1.-.-.-,Oxidoreductases,Oxidoreductases,Oxidoreductases,"Ni,Fe-hydrogenase III small subunit",COG3260,C,Energy production and conversion
K12145,hydrogenase-4 component J [EC:1.-.-.-],1.-.-.-,Oxidoreductases,Oxidoreductases,Oxidoreductases,NA,NA,NA,NA
K12146,hydrogenase-4 transcriptional activator,NA,NA,NA,NA,"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA-binding Fis domains",COG3604,K,Transcription
K12147,acidic protein MsyB,NA,NA,NA,NA,NA,NA,NA,NA
K12148,biofilm regulator BssS,NA,NA,NA,NA,NA,NA,NA,NA
K12149,DNA-damage-inducible protein I,NA,NA,NA,NA,NA,NA,NA,NA
K12150,uncharacterized protein,NA,NA,NA,NA,Diadenosine tetraphosphate (Ap4A) hydrolase or other HIT family hydrolase,COG0537,F,Nucleotide metabolism and transport
K12151,multiple stress resistance protein BhsA,NA,NA,NA,NA,NA,NA,NA,NA
K12152,phosphatase NudJ [EC:3.6.1.-],3.6.1.-,Hydrolases,Acting on acid anhydrides,In phosphorus-containing anhydrides,"8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family",COG0494,V,Energy production and conversion
K12204,defect in organelle trafficking protein DotC,NA,NA,NA,NA,NA,NA,NA,NA
K12206,intracellular multiplication protein IcmB [EC:7.2.4.8],7.2.4.8,Translocases,Catalysing the translocation of inorganic cations,Linked to decarboxylation,NA,NA,NA,NA
K12239,dihydroaeruginoic acid synthetase,NA,NA,NA,NA,NA,NA,NA,NA
K12240,pyochelin synthetase,NA,NA,NA,NA,NA,NA,NA,NA
K12241,pyochelin biosynthetic protein PchG,NA,NA,NA,NA,NA,NA,NA,NA
K12246,"poly-alpha-2,8 sialosyl sialyltransferase [EC:2.4.-.-]",2.4.-.-,Transferases,Glycosyltransferases,Glycosyltransferases,NA,NA,NA,NA
K12251,N-carbamoylputrescine amidase [EC:3.5.1.53],3.5.1.53,Hydrolases,"Acting on carbon-nitrogen bonds, other than peptide bonds",In linear amides,Predicted amidohydrolase,COG0388,R,General Functional Prediction only
K12254,4-guanidinobutyraldehyde dehydrogenase / NAD-dependent aldehyde dehydrogenase [EC:1.2.1.54 1.2.1.-],1.2.1.54,Oxidoreductases,Acting on the aldehyde or oxo group of donors,With NAD(+) or NADP(+) as acceptor,Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase,COG1012,C,Energy production and conversion
K12255,guanidinobutyrase [EC:3.5.3.7],3.5.3.7,Hydrolases,"Acting on carbon-nitrogen bonds, other than peptide bonds",In linear amidines,Arginase family enzyme,COG0010,E,Amino Acid metabolis and transport
K12257,SecD/SecF fusion protein,NA,NA,NA,NA,Preprotein translocase subunit SecD,COG0342,U,Intracellular trafficing and secretion
K12262,cytochrome b561,NA,NA,NA,NA,Cytochrome b561,COG3038,C,Energy production and conversion
K12264,anaerobic nitric oxide reductase flavorubredoxin,NA,NA,NA,NA,Flavorubredoxin,COG0426,C,Energy production and conversion
K12265,nitric oxide reductase FlRd-NAD(+) reductase [EC:1.18.1.-],1.18.1.-,Oxidoreductases,Acting on iron-sulfur proteins as donors,With NAD(+) or NADP(+) as acceptor,"NADPH-dependent 2,4-dienoyl-CoA reductase, sulfur reductase, or a related oxidoreductase",COG0446,I,Lipid metabolism
K12266,anaerobic nitric oxide reductase transcription regulator,NA,NA,NA,NA,"Transcriptional regulator containing GAF, AAA-type ATPase, and DNA-binding Fis domains",COG3604,K,Transcription
K12267,peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12],1.8.4.11,Oxidoreductases,Acting on a sulfur group of donors,With a disulfide as acceptor,Peptide methionine sulfoxide reductase MsrA,COG0225,O,"Post-translational modification, protein turnover, chaperone functions"
K12268,accessory secretory protein Asp1,NA,NA,NA,NA,NA,NA,NA,NA
K12269,accessory secretory protein Asp2,NA,NA,NA,NA,NA,NA,NA,NA
K12270,accessory secretory protein Asp3,NA,NA,NA,NA,NA,NA,NA,NA
K12278,MSHA biogenesis protein MshG,NA,NA,NA,NA,"Type II secretory pathway, component PulF",COG1459,N,Cell motility
K12288,pilus assembly protein HofM,NA,NA,NA,NA,NA,NA,NA,NA
K12289,pilus assembly protein HofN,NA,NA,NA,NA,Tfp pilus assembly protein PilN,COG3166,N,Cell motility
K12290,pilus assembly protein HofO,NA,NA,NA,NA,NA,NA,NA,NA
K12291,pilus assembly protein HofP,NA,NA,NA,NA,NA,NA,NA,NA
K12292,"ATP-binding cassette, subfamily C, bacterial, competence factor transporting protein [EC:3.4.22.-]",3.4.22.-,Hydrolases,Acting on peptide bonds (peptidases),Cysteine endopeptidases,"ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain",COG2274,V,Energy production and conversion
K12295,"two-component system, LytTR family, response regulator ComE",NA,NA,NA,NA,CheY chemotaxis protein or a CheY-like REC (receiver) domain,COG0784,T,Signal Transduction
K12296,competence protein ComX,NA,NA,NA,NA,NA,NA,NA,NA
K12297,23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264],2.1.1.173,Transferases,Transferring one-carbon groups,Methyltransferases,23S rRNA G2445 N2-methylase RlmL,COG0116,J,Tranlsation
K12299,"MFS transporter, ACS family, probable galactarate transporter",NA,NA,NA,NA,MFS family permease,COG0477,G,Carbohydrate metabolism and transport
K12308,beta-galactosidase [EC:3.2.1.23],3.2.1.23,Hydrolases,Glycosylases,"Glycosidases, i",Beta-galactosidase GanA,COG1874,G,Carbohydrate metabolism and transport
K12339,S-sulfo-L-cysteine synthase (O-acetyl-L-serine-dependent) [EC:2.5.1.144],2.5.1.144,Transferases,"Transferring alkyl or aryl groups, other than methyl groups","Transferring alkyl or aryl groups, other than methyl groups",Cysteine synthase,COG0031,E,Amino Acid metabolis and transport
K12340,outer membrane protein,NA,NA,NA,NA,Outer membrane protein TolC,COG1538,M,Cell wall/membrane/envelop biogenesis
K12343,3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22],1.3.1.22,Oxidoreductases,Acting on the CH-CH group of donors,With NAD(+) or NADP(+) as acceptor,NA,NA,NA,NA
K12344,3-oxo-5-alpha-steroid 4-dehydrogenase 2 [EC:1.3.1.22],1.3.1.22,Oxidoreductases,Acting on the CH-CH group of donors,With NAD(+) or NADP(+) as acceptor,NA,NA,NA,NA
K12368,dipeptide transport system substrate-binding protein,NA,NA,NA,NA,"ABC-type transport system, periplasmic component",COG0747,E,Amino Acid metabolis and transport
K12369,dipeptide transport system permease protein,NA,NA,NA,NA,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component",COG0601,E,Amino Acid metabolis and transport
K12370,dipeptide transport system permease protein,NA,NA,NA,NA,"ABC-type dipeptide/oligopeptide/nickel transport system, permease component",COG1173,E,Amino Acid metabolis and transport
K12371,dipeptide transport system ATP-binding protein,NA,NA,NA,NA,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",COG0444,E,Amino Acid metabolis and transport
K12372,dipeptide transport system ATP-binding protein,NA,NA,NA,NA,"ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component",COG1124,E,Amino Acid metabolis and transport
K12373,hexosaminidase [EC:3.2.1.52],3.2.1.52,Hydrolases,Glycosylases,"Glycosidases, i",N-acetyl-beta-hexosaminidase,COG3525,G,Carbohydrate metabolism and transport
K12410,NAD-dependent deacetylase [EC:3.5.1.-],3.5.1.-,Hydrolases,"Acting on carbon-nitrogen bonds, other than peptide bonds",In linear amides,"NAD-dependent protein deacetylase, SIR2 family",COG0846,O,"Post-translational modification, protein turnover, chaperone functions"
K12452,"CDP-4-dehydro-6-deoxyglucose reductase, E1 [EC:1.17.1.1]",1.17.1.1,Oxidoreductases,Acting on CH or CH(2) groups,With NAD(+) or NADP(+) as acceptor,"dTDP-4-amino-4,6-dideoxygalactose transaminase",COG0399,M,Cell wall/membrane/envelop biogenesis
K12454,CDP-paratose 2-epimerase [EC:5.1.3.10],5.1.3.10,Isomerases,Racemases and epimerases,Acting on carbohydrates and derivatives,NA,NA,NA,NA
K12500,thioesterase III [EC:3.1.2.-],3.1.2.-,Hydrolases,Acting on ester bonds,Thiolester hydrolases,Acyl-CoA thioesterase FadM,COG0824,I,Lipid metabolism
K12506,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase / 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:2.7.7.60 4.6.1.12]",2.7.7.60,Transferases,Transferring phosphorus-containing groups,Nucleotidyltransferases,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,COG1211,I,Lipid metabolism
K12507,acyl-CoA synthetase [EC:6.2.1.-],6.2.1.-,Ligases,Forming carbon-sulfur bonds,Acid--thiol ligases,Acyl-CoA synthetase (AMP-forming)/AMP-acid ligase II,COG0318,I,Lipid metabolism
K12508,feruloyl-CoA synthase [EC:6.2.1.34],6.2.1.34,Ligases,Forming carbon-sulfur bonds,Acid--thiol ligases,NA,NA,NA,NA
K12510,tight adherence protein B,NA,NA,NA,NA,Flp pilus assembly protein TadB,COG4965,U,Intracellular trafficing and secretion
K12511,tight adherence protein C,NA,NA,NA,NA,Pilus assembly protein TadC,COG2064,W,Energy production and conversion
K12517,major pilin subunit PapA,NA,NA,NA,NA,NA,NA,NA,NA
K12518,outer membrane usher protein PapC,NA,NA,NA,NA,Outer membrane usher protein FimD/PapC,COG3188,N,Cell motility
K12519,chaperone protein PapD,NA,NA,NA,NA,NA,NA,NA,NA
K12520,minor pilin subunit PapE,NA,NA,NA,NA,NA,NA,NA,NA
K12521,minor pilin subunit PapF,NA,NA,NA,NA,NA,NA,NA,NA
K12522,adhesin PapG,NA,NA,NA,NA,NA,NA,NA,NA
K12523,minor pilin subunit PapK,NA,NA,NA,NA,NA,NA,NA,NA
K12524,bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3],2.7.2.4,Transferases,Transferring phosphorus-containing groups,Phosphotransferases with a carboxy group as acceptor,Aspartokinase,COG0527,E,Amino Acid metabolis and transport
K12525,bifunctional aspartokinase / homoserine dehydrogenase 2 [EC:2.7.2.4 1.1.1.3],2.7.2.4,Transferases,Transferring phosphorus-containing groups,Phosphotransferases with a carboxy group as acceptor,Aspartokinase,COG0527,E,Amino Acid metabolis and transport
K12526,bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4],4.1.1.20,Lyases,Carbon-carbon lyases,Carboxy-lyases,Diaminopimelate decarboxylase,COG0019,E,Amino Acid metabolis and transport
K12527,putative selenate reductase [EC:1.97.1.9],1.97.1.9,Oxidoreductases,Other oxidoreductases,Other oxidoreductases,NA,NA,NA,NA
K12528,putative selenate reductase molybdopterin-binding subunit,NA,NA,NA,NA,NA,NA,NA,NA
K12529,putative selenate reductase FAD-binding subunit,NA,NA,NA,NA,"CO or xanthine dehydrogenase, FAD-binding subunit",COG1319,C,Energy production and conversion
K12536,"ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase",NA,NA,NA,NA,"ABC-type protease/lipase transport system, ATPase and permease components",COG4618,U,Intracellular trafficing and secretion
K12551,monofunctional glycosyltransferase [EC:2.4.1.129],2.4.1.129,Transferases,Glycosyltransferases,Hexosyltransferases,Membrane carboxypeptidase (penicillin-binding protein),COG0744,M,Cell wall/membrane/envelop biogenesis
K12552,penicillin-binding protein 1 [EC:3.4.-.-],3.4.-.-,Hydrolases,Acting on peptide bonds (peptidases),Acting on peptide bonds (peptidases),Cell division protein FtsI/penicillin-binding protein 2,COG0768,D,Cell cycle control and mitosis
K12553,penicillin-binding protein 3 [EC:3.4.-.-],3.4.-.-,Hydrolases,Acting on peptide bonds (peptidases),Acting on peptide bonds (peptidases),Cell division protein FtsI/penicillin-binding protein 2,COG0768,D,Cell cycle control and mitosis
K12554,alanine adding enzyme [EC:2.3.2.-],2.3.2.-,Transferases,Acyltransferases,Aminoacyltransferases,Lipid II:glycine glycyltransferase (Peptidoglycan interpeptide bridge formation enzyme),COG2348,M,Cell wall/membrane/envelop biogenesis
K12555,penicillin-binding protein 2A [EC:2.4.1.129 3.4.16.4],2.4.1.129,Transferases,Glycosyltransferases,Hexosyltransferases,Membrane carboxypeptidase (penicillin-binding protein),COG0744,M,Cell wall/membrane/envelop biogenesis
